CycID,phase_bin,qval
AT3G53420,4.0,0.004773441780953
AT3G53430,4.0,0.0001533270264492
AT3G53870,4.0,4.01300827149732e-05
AT3G53890,4.0,0.004787363580367
AT3G54140,4.0,0.0316630609410911
AT3G54460,4.0,0.000701306793025
AT3G54500,4.0,0.0013917709012716
AT3G55280,4.0,0.0003336166067401
AT3G55560,4.0,0.0152915720384577
AT3G55620,4.0,0.0495970382021532
AT3G55750,4.0,0.0002672396327703
AT3G55960,4.0,0.0022128335542858
AT3G56080,4.0,3.93797185268483e-05
AT3G56340,4.0,2.03471923383278e-05
AT3G56890,4.0,0.0405301604742065
AT3G56940,4.0,9.4048986141958e-05
AT3G57030,4.0,0.0027350273015359
AT3G57610,4.0,0.0020654139260323
AT3G58180,4.0,0.0086595727172891
AT3G58490,4.0,0.0026101511448117
AT3G58610,4.0,2.49419404910142e-05
AT3G58700,4.0,6.59711034940406e-05
AT3G58980,4.0,0.0002245724231903
AT3G58990,4.0,9.91562930440589e-06
AT3G59060,4.0,0.0001635186087784
AT3G59400,4.0,3.57986120995415e-05
AT3G59410,4.0,3.39909598748396e-06
AT3G59540,4.0,0.0032679510991544
AT3G59650,4.0,0.0346291842119633
AT3G59740,4.0,0.029139076808443
AT3G59890,4.0,0.0339788659121863
AT3G60245,4.0,0.0009016878571097
AT3G60320,4.0,0.0112558549889802
AT3G60770,4.0,0.0008452841038232
AT3G61110,4.0,0.0001573663761687
AT3G61430,4.0,0.0009499448833693
AT3G61440,4.0,0.0300943133457552
AT3G62530,4.0,0.0007099165997107
AT3G62740,4.0,0.0278551134549747
AT3G62870,4.0,0.000765479082576
AT3G63180,4.0,0.0140711602323869
AT3G63500,4.0,0.0037301773874
AT4G00100,4.0,0.0007266610739664
AT4G00430,4.0,1.5066321228968e-05
AT4G00750,4.0,0.0312251726939131
AT4G01020,4.0,0.0169452386945961
AT4G01350,4.0,0.0420821439134842
AT4G01680,4.0,0.0388323228051519
AT4G01950,4.0,0.0031850951324577
AT4G02330,4.0,0.0110501822888746
AT4G02810,4.0,0.0242441837864637
AT4G02850,4.0,3.2384474096654e-05
AT4G03110,4.0,0.0058449368975551
AT4G03930,4.0,0.0226747648118381
AT4G05440,4.0,0.0001235185378101
AT4G08150,4.0,0.0230653933701732
AT4G08290,4.0,0.023657770367492
AT4G08300,4.0,0.0068154767638846
AT4G08870,4.0,9.87757112692355e-07
AT4G08920,4.0,0.0018124626483182
AT4G09012,4.0,0.0496433471460574
AT4G09320,4.0,0.0052009638466147
AT4G09650,4.0,0.017592129347888
AT4G10090,4.0,0.0009288955511564
AT4G10150,4.0,0.0017784544888335
AT4G10340,4.0,3.14048008803819e-05
AT4G10380,4.0,0.0057328258961652
AT4G12540,4.0,0.0079243679959338
AT4G12600,4.0,0.00318522614862
AT4G12980,4.0,0.004238945171292
AT4G13010,4.0,0.0003017308889165
AT4G13040,4.0,0.034324492919972
AT4G13170,4.0,0.0025778477157286
AT4G13340,4.0,0.0030486606532252
AT4G13430,4.0,7.49614903261035e-05
AT4G13493,4.0,0.0311563270250307
AT4G13495,4.0,0.0027766892397977
AT4G13572,4.0,0.0002035181046004
AT4G13575,4.0,5.19964811469221e-05
AT4G13770,4.0,0.0001813582638806
AT4G14320,4.0,0.0075966837222058
AT4G14550,4.0,0.0031506083632492
AT4G14605,4.0,0.0135105735965397
AT4G14680,4.0,0.0025820559064213
AT4G14723,4.0,0.0035609886657523
AT4G14740,4.0,0.0429616541699459
AT4G14750,4.0,0.0006437932068159
AT4G15000,4.0,0.0036173404191468
AT4G15248,4.0,0.0002873604285556
AT4G15550,4.0,0.0225426664657666
AT4G16980,4.0,0.0004767017338257
AT4G17310,4.0,0.0061521025628676
AT4G17390,4.0,0.0001017825447399
AT4G17460,4.0,0.00014028752126
AT4G18100,4.0,0.0362618487115426
AT4G18220,4.0,0.0001358486576904
AT4G18670,4.0,0.024312634937829
AT4G18730,4.0,1.82038492659474e-05
AT4G18960,4.0,0.0052236433123034
AT4G19460,4.0,0.0005915840242378
AT4G19820,4.0,0.0028014869381859
AT4G20240,4.0,0.0187743239620543
AT4G20440,4.0,0.0112477473847396
AT4G20820,4.0,0.0001489486626453
AT4G20940,4.0,0.0010897239238912
AT4G21180,4.0,0.0008019984809019
AT4G21800,4.0,0.0335018103128951
AT4G21926,4.0,6.25741510825982e-06
AT4G21930,4.0,0.0050021037413856
AT4G23300,4.0,0.0295910851694726
AT4G23770,4.0,0.0013224025251713
AT4G24140,4.0,0.0351609956453648
AT4G24780,4.0,0.0106665327109622
AT4G25420,4.0,0.0042056703572475
AT4G25620,4.0,0.0039099007684596
AT4G25707,4.0,0.0011177022697188
AT4G25740,4.0,0.0009213296604908
AT4G25890,4.0,1.37264853166696e-05
AT4G27300,4.0,0.0260177234969188
AT4G27860,4.0,0.0085005925614558
AT4G28290,4.0,0.0004547835634489
AT4G29350,4.0,0.005709948610153
AT4G29390,4.0,0.0002320669860188
AT4G29910,4.0,0.005055673967614
AT4G30160,4.0,0.0329694296353529
AT4G30530,4.0,0.0053809962343767
AT4G30760,4.0,0.0069424169299028
AT4G30960,4.0,0.0011268728719774
AT4G31360,4.0,0.0037342342730524
AT4G31700,4.0,0.0013530270067485
AT4G33865,4.0,0.0129250968598873
AT4G33870,4.0,0.0288956795130917
AT4G34350,4.0,0.0003491394365517
AT4G34730,4.0,0.004679769026844
AT4G34740,4.0,1.3491444670385e-05
AT4G34810,4.0,0.0309442698191084
AT4G34840,4.0,0.0026211505425907
AT4G35010,4.0,0.0177588881761765
AT4G35783,4.0,3.68892467124332e-06
AT4G36130,4.0,0.000578608831859
AT4G36220,4.0,0.0098471536703629
AT4G36680,4.0,0.0043968238215071
AT4G36730,4.0,0.0086831119768516
AT4G37180,4.0,0.0290447089544218
AT4G37210,4.0,0.0144374263269574
AT4G37540,4.0,3.30283939691685e-06
AT4G37800,4.0,0.0077074898326724
AT4G38140,4.0,0.0046841373702192
AT4G38670,4.0,0.031131139895918
AT4G38680,4.0,0.0001117447253676
AT4G38860,4.0,0.0072712344125024
AT4G38960,4.0,1.08038372457562e-05
AT4G39110,4.0,0.0495498433076684
AT4G39370,4.0,0.0194168345495349
AT4G39770,4.0,0.0167444582207975
AT4G39790,4.0,0.0114727020644349
AT4G39950,4.0,0.0459617854773582
AT4G40085,4.0,0.014631494493854
AT5G01040,4.0,0.0271543636630339
AT5G01530,4.0,8.05956969391172e-06
AT5G01600,4.0,0.0490393632063887
AT5G02280,4.0,0.0001631743701986
AT5G02400,4.0,0.0012242739743959
AT5G02610,4.0,0.0156130366006181
AT5G02960,4.0,0.0011800918548445
AT5G03110,4.0,0.0321350250363279
AT5G03850,4.0,0.0167202730100607
AT5G04190,4.0,7.64719368249388e-05
AT5G04530,4.0,0.0102549624546142
AT5G04800,4.0,0.0030456930015921
AT5G04980,4.0,0.0296158978689669
AT5G05180,4.0,0.0109160927316456
AT5G05380,4.0,0.025022481241276
AT5G05860,4.0,0.0270913380991109
AT5G06270,4.0,0.0051688120023981
AT5G08030,4.0,0.0043476063810576
AT5G09805,4.0,0.0063605948562467
AT5G09930,4.0,0.0045623605479397
AT5G10210,4.0,0.0003820580502591
AT5G10240,4.0,0.0192240333772985
AT5G10250,4.0,0.002614415658314
AT5G10360,4.0,0.0065694323327374
AT5G10570,4.0,0.0053619799079214
AT5G11360,4.0,0.048357104810369
AT5G11930,4.0,0.0001857289557555
AT5G12470,4.0,2.0813172451799e-06
AT5G12840,4.0,0.0055023955592449
AT5G12860,4.0,0.0009026134569373
AT5G12880,4.0,0.0366606078837018
AT5G12980,4.0,0.0001650441202345
AT5G13090,4.0,0.00020717319978
AT5G13160,4.0,0.0136832589614986
AT5G13630,4.0,2.76517779691103e-05
AT5G14060,4.0,4.2134486541926e-05
AT5G14200,4.0,9.46183685774045e-06
AT5G15180,4.0,0.0037566735907791
AT5G15200,4.0,0.0086976598371649
AT5G15210,4.0,0.0100760116901062
AT5G15350,4.0,0.0079509578536376
AT5G15830,4.0,0.0039032326336813
AT5G16030,4.0,0.0017327956102331
AT5G16130,4.0,0.000368245118961
AT5G16590,4.0,0.0007579048814966
AT5G17670,4.0,3.12807085483076e-05
AT5G17780,4.0,0.0494597472667644
AT5G17860,4.0,0.0009016878571097
AT5G18380,4.0,0.0125641025042229
AT5G19190,4.0,0.0005780639263674
AT5G20270,4.0,0.0046881620336755
AT5G20290,4.0,0.0089484788409357
AT5G22100,4.0,0.0018949854922414
AT5G22200,4.0,0.0474853403076245
AT5G22390,4.0,0.0009418451289627
AT5G23010,4.0,2.02346052135183e-06
AT5G23740,4.0,0.0005414621939208
AT5G24120,4.0,3.57186849968587e-05
AT5G24310,4.0,0.0298067096306914
AT5G24420,4.0,7.84006167654958e-06
AT5G24930,4.0,0.0004607134731555
AT5G25610,4.0,0.0033624477731709
AT5G26200,4.0,5.82140571623986e-05
AT5G26260,4.0,0.0255815367584001
AT5G26270,4.0,0.0351196766593013
AT5G26280,4.0,0.0016696656813863
AT5G26330,4.0,0.0438020902441087
AT5G27360,4.0,0.0212554550111459
AT5G27700,4.0,0.0014823024755175
AT5G27770,4.0,0.0084937202048072
AT5G27850,4.0,0.0083990502627121
AT5G28060,4.0,0.012003119099199
AT5G28750,4.0,0.002705031258056
AT5G28770,4.0,0.0027850278978448
AT5G32450,4.0,0.0067728417562935
AT5G35490,4.0,0.0053464889660301
AT5G35970,4.0,0.0002617940004406
AT5G36220,4.0,0.0126319611056184
AT5G36260,4.0,2.7498726690767e-05
AT5G38930,4.0,0.0197536464167861
AT5G39660,4.0,0.0002681465448502
AT5G39740,4.0,0.0012130554745659
AT5G40890,4.0,0.0013765180167101
AT5G41520,4.0,0.0026162409742181
AT5G42070,4.0,0.0051679839383187
AT5G42110,4.0,0.0244279021350662
AT5G42180,4.0,0.0281124185058347
AT5G42350,4.0,0.0148996448457923
AT5G42840,4.0,0.0135141686274442
AT5G43170,4.0,0.0141450335395548
AT5G44000,4.0,0.0005014429795165
AT5G44050,4.0,0.0002594555497764
AT5G44670,4.0,2.32900067941842e-05
AT5G44920,4.0,0.0220712284759685
AT5G45280,4.0,0.0040410779735018
AT5G45340,4.0,0.0042837371633515
AT5G46160,4.0,0.0321023083384173
AT5G46790,4.0,0.0233805191541902
AT5G47090,4.0,0.0111143013334205
AT5G47560,4.0,1.07593735438002e-05
AT5G47635,4.0,0.0043450526137231
